Sarah Anderson,Sarah_Bear01,Mon Nov 02 19:03:28 +0000 2015,"First time at @ChickfilA in a longgggg time and they are out of Chick-Fil-A sauce. It's a tragedy. #firstworldproblems"
Dylan M-B,MBzGhost,Mon Nov 02 19:03:02 +0000 2015,"The one day the black spindle is available, and I can't play :/ #destiny #oryx #TakenKing #bungie #firstworldproblems"
カメラマン,MerrillRSampson,Mon Nov 02 19:02:15 +0000 2015,"The internet in The Ville IS SO SLOOOWWWW #firstworldproblems"
Salil Khaladkar,SalilK,Mon Nov 02 19:02:11 +0000 2015,"I have 100% success rate of dropping coffee on my pitch white shit/t-shirt #firstworldproblems"
Hicham Chiali,hichamchiali,Mon Nov 02 19:02:03 +0000 2015,"@jamiesanpedroo #FirstWorldProblems"
Coryn Wilson,coryn4thewin,Mon Nov 02 19:01:50 +0000 2015,"When it's the perfect day to use your brand new umbrella but you forget it at home #firstworldproblems 😒☔️💦"
Rocky Jain,ShadesOfJain,Mon Nov 02 19:00:01 +0000 2015,"Torn… should I buy the new Apple TV now or later? Is there any benefit in deferring the inevitable? #FirstWorldProblems."
Sam Hancock,samlhancock,Mon Nov 02 18:59:41 +0000 2015,"We've run out of #YorkshireTea :(
#FirstWorldProblems https://t.co/OBYtCNFYSx"
Kody Smith,SmithKody,Mon Nov 02 18:56:38 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Kirsty Hutcheson,kirstyy_93,Mon Nov 02 18:54:34 +0000 2015,"Genuinely just wished someone could feed me so I could go on my phone instead of using my knife and fork #firstworldproblems"
Jessica Otis,jotis13,Mon Nov 02 18:54:00 +0000 2015,"That moment you realize you took all your mugs home to clean them &amp; have no way to make tea in your office #jetlagged #firstworldproblems"
Leanne,LeanneSilvia,Mon Nov 02 18:53:56 +0000 2015,"When a half-broken phone is either a good thing or a bad thing and you are not sure yet. #firstworldproblems"
#BeatLA,ivannowosiadlo,Mon Nov 02 18:52:44 +0000 2015,"I wish @Tina_plays didn't live so close to mexico her ingles would be so much better😱😞 #firstworldproblems"
Chris Simon,Chriss_Simon,Mon Nov 02 18:52:16 +0000 2015,"Having no wifi on your flight is the worst thing ever #firstworldproblems"
Daveangel,daveangel1972,Mon Nov 02 18:51:56 +0000 2015,"@TomHolmsey @AldiUK 

#firstworldproblems Thomas 😂"
Lee Davies,leeDav84,Mon Nov 02 18:51:50 +0000 2015,"Ahhh #London. Where #commuters stand in front of the doors of busy trains and throw their bags on your feet. #firstWorldProblems"
Luke Devine,LukeShanDevine,Mon Nov 02 18:51:32 +0000 2015,"Having no data left makes life tough #firstworldproblems"
Rina Akajan-Jando,rinaakajando,Mon Nov 02 18:50:52 +0000 2015,"Haven't been on SM all weekend and there's so much catching up to do!  #firstworldproblems"
Mr Divide,MrDivide_,Mon Nov 02 18:50:13 +0000 2015,"@_hologrxphic @Jxery I have £1.20 and I want Jack #firstworldproblems"
Mr Divide,MrDivide_,Mon Nov 02 18:50:13 +0000 2015,"@_hologrxphic @Jxery I have £1.20 and I want Jack #firstworldproblems"
PR Juggalo,DaMENACElo37,Mon Nov 02 18:49:32 +0000 2015,"I want an  watch so bad!!! #FirstWorldProblems"
xxxthina,theenuh,Mon Nov 02 18:49:13 +0000 2015,"#firstworldproblems"
CuteCyborgGraphics,aCuteCyborg,Mon Nov 02 18:45:25 +0000 2015,"#Bergstürmer erst 2016 wieder. #firstworldproblems"
Ervin Jeffries,ervyjgaming,Mon Nov 02 18:45:21 +0000 2015,"The only reason I apologized to her was so I could stay on her Netflix.... #firstworldproblems"
That Asian Guy,KimJongBro,Mon Nov 02 18:43:25 +0000 2015,"RT @legallybitchy: Currently have my lid off to cool down my coffee lololol #firstworldproblems  https://t.co/4IE1LJG1RH"
L&O-Sassy Pants Unit,legallybitchy,Mon Nov 02 18:42:09 +0000 2015,"Currently have my lid off to cool down my coffee lololol #firstworldproblems  https://t.co/4IE1LJG1RH"
HispanicAntonioWeiss,BlackCardANON,Mon Nov 02 18:41:59 +0000 2015,"...when your Starbuck's balance is bigger than your Sunpass balance. #FirstWorldProblems https://t.co/1ky6mkE3uU"
g-reg,Gregor__P,Mon Nov 02 18:39:30 +0000 2015,"when your hand is too small for your iPhone 6s #firstworldproblems"
Nick Santos,NickSantos14,Mon Nov 02 18:39:04 +0000 2015,"@JordanPaige42 #firstworldproblems"
Abril,aprilpasu,Mon Nov 02 18:38:47 +0000 2015,"@unicorniodelrey nooooo #firstworldproblems"
Danielle,elleinadspir,Mon Nov 02 18:36:47 +0000 2015,"I hate that with the card reader you have to leave it in until the transaction is 100% complete. #firstworldproblems"
russell,RussellH95,Mon Nov 02 18:36:20 +0000 2015,"Starving but can't think of what I want to eat! #firstworldproblems"
Contes de la beaute,missesnewintown,Mon Nov 02 18:36:11 +0000 2015,"Not a good sign if you need holidays after your holidays #bbloggers #firstworldproblems #Monday"
15.3,KuzmanovicRada,Mon Nov 02 18:36:03 +0000 2015,"RT @ulularecumlupis: imam milion obaveza, ali ne mogu nijednu da završim jer mi se gadi život #firstworldproblems"
Jessica Beth,LivesOfAReader,Mon Nov 02 18:35:37 +0000 2015,"#firstworldproblems"
Martin Bliss,mblissconsult,Mon Nov 02 18:33:46 +0000 2015,"@mhsutton @KentBeck disagree. Humans are quote adaptable and quickly get used to new norms. Thus, #firstworldproblems is no more pleasant"
Melissa✌,M_R_vdL,Mon Nov 02 18:33:01 +0000 2015,"My headphones keep getting caught on my watch, which yanks them out of my ears... #firstworldproblems"
Brittany Kelly,bkelly834,Mon Nov 02 18:32:35 +0000 2015,"RT @Cudlitz: 'night, y'all...... 'nother long day. 'nother early mornin' #FirstWorldProblems 👊👊"
sarah,sarahkarcher16,Mon Nov 02 18:32:04 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Kenny @ Papa John's,chessmyantidrug,Mon Nov 02 18:30:50 +0000 2015,"@SUKnives #firstworldproblems"
Devin Dixon ❤,dlane2013,Mon Nov 02 18:30:19 +0000 2015,"RT @Cudlitz: 'night, y'all...... 'nother long day. 'nother early mornin' #FirstWorldProblems 👊👊"
Rafat Sub Laban,RafatSL,Mon Nov 02 18:30:11 +0000 2015,"Headlines you don't get to read everyday... #FirstWorldProblems https://t.co/B49LU43uKK"
.,nachtglitzer,Mon Nov 02 18:29:53 +0000 2015,"Ne Woche Urlaub wär jetzt noch echt cool..natürlich nur wegen meinem Krüppel Fuß...#firstworldproblems"
Zigfrīds Niklavičs,zniklavics,Mon Nov 02 18:29:52 +0000 2015,"Tas moments, kad dzīvoklī ir sākusies cīņa par izdzīvošanu un viens otram p*zģī radiatorus #firstworldproblems #hungergameskvarķiraedition"
Johnny Cabrera,JohnnyCabrera17,Mon Nov 02 18:29:28 +0000 2015,"@JayDimalanta42 #firstworldproblems"
Emily K. Greene,emily_greene5,Mon Nov 02 18:29:20 +0000 2015,"I miss my car. This rental car shiz is for the birds. #FirstWorldProblems"
Mohini ,perpetuals3lf,Mon Nov 02 18:28:50 +0000 2015,"@MJMcLeod64 #firstworldproblems"
Amy Dempster,AmyDempster3,Mon Nov 02 18:28:34 +0000 2015,"@Alexicaseyxo this is the Internet, not really life. But u would never know that #firstworldproblems"
Jess,Jessicapayne777,Mon Nov 02 18:28:18 +0000 2015,"Why am i even at school....i still got booze to drink. #firstworldproblems"
Chad Buck,chadbuck,Mon Nov 02 18:27:52 +0000 2015,"I forgot how boring working in the middle of nowhere is #firstworldproblems"
El Dingo,ElDingoMartin,Mon Nov 02 18:25:13 +0000 2015,"Zurich passport control 45 minutes tonight #firstworldproblems"
Lorenzo,lorenzolite,Mon Nov 02 18:25:08 +0000 2015,"#firstworldproblems"
Victoria VanDevender,turri_x0x0,Mon Nov 02 18:23:06 +0000 2015,"when you wanna wake up your favorite person because you want pizza king.. But know you shouldn't cause they work thirds. #firstworldproblems"
Hannah Gill,HannahGillMUA,Mon Nov 02 18:22:20 +0000 2015,"#firstworldproblems Why is #technopagan always out of stock 😩😩😩"
Poppy Cleary,poppycleary1,Mon Nov 02 18:22:11 +0000 2015,"No idea how to use me MacBook lol #firstworldproblems gunna need to get Sophie to teach meh"
John Sposato,sposato,Mon Nov 02 18:22:11 +0000 2015,"My shows were off last night with the #WorldSeries but it's only fair so Simpsons Treehouse of Horror stays in October. #firstworldproblems"
jessica,jessicarajska,Mon Nov 02 18:21:59 +0000 2015,"When you've used up all your data and leaving the house and the WiFi feels like going back to the stone ages 👎😭 #firstworldproblems"
LaHauser,LaHauser,Mon Nov 02 18:21:58 +0000 2015,"A alguien más se le complica encontrar sus emojis de confianza con el nuevo orden? #firstworldproblems #areadeoportunidad"
Ashley Whipple,CuteasaFoxBlog,Mon Nov 02 18:20:45 +0000 2015,"RT @ourminifamily: Went to @Starbucks to get some tea and they didn't have #RedCups! 😭 #firstworldproblems"
Daniel Gossard,danielspande,Mon Nov 02 18:20:26 +0000 2015,"Also this. Because customized bibles are the key to salvation. #firstworldproblems https://t.co/jSCO9FsbaA"
Louise Ryder,louise__ryder,Mon Nov 02 18:18:08 +0000 2015,"I know I won't stop going on about my broken hand, but imagine you had to do all of your housework one-handed. #firstworldproblems"
Poke Warrior,PokeWarrior,Mon Nov 02 18:17:53 +0000 2015,"@camilluddington Not for people in the UK D': #firstworldproblems"
Kevin Kurbs,KKurbs,Mon Nov 02 18:17:08 +0000 2015,"#firstworldproblems: adjusting to a third monitor at work, and losing track of your mouse."
S. Nichole Davis,sndavis1,Mon Nov 02 18:15:42 +0000 2015,"All of this rain is hindering me from going to @Starbucks to get my first red cup of the season. #FirstWorldProblems #RainRainGoAway"
ilona ▲▲▲,iloonxo,Mon Nov 02 18:15:30 +0000 2015,"Ik moet nieuwe laarzen? Nee hoor, haal wel een paar wollen inlegzolen, hoppa. #firstworldproblems #concerten"
Brian Andrews,TheBransumerist,Mon Nov 02 18:15:29 +0000 2015,"When you get retweeted by a bot... #firstworldproblems"
Ambi Bambi ✈️,LoveBika,Mon Nov 02 18:14:08 +0000 2015,"That moment you make the most amazing pancakes ever but you devour them so quickly you forget to snap them #firstworldproblems"
Our Mini Family,ourminifamily,Mon Nov 02 18:12:57 +0000 2015,"Went to @Starbucks to get some tea and they didn't have #RedCups! 😭 #firstworldproblems"
Spinelli_beastgirl,Demdrian,Mon Nov 02 18:12:32 +0000 2015,"@Cleofelice1 @Lauryn_Socks #firstworldproblems :D"
Liz 8),eliuzmk,Mon Nov 02 18:11:42 +0000 2015,"@Raschgat #firstworldproblems"
Eroico Oboe,eroicoboe,Mon Nov 02 18:11:34 +0000 2015,"New phone obtained, loading apps takes forever. #firstworldproblems BUT, now am able to call her &amp; apologize repeatedly for being a bonehead"
Justito,ReverendJustito,Mon Nov 02 18:11:13 +0000 2015,"I picked the wrong time to print my 12/30 #deadandcompany tickets. #firstworldproblems"
Jenny Phillips,GirlInterupted2,Mon Nov 02 18:09:56 +0000 2015,"When you're sick and in bed all warm and comfy....but you have to pee #firstworldproblems"
Magda,blackdaak,Mon Nov 02 18:08:52 +0000 2015,"Kupiłam w rossmannie szminkę w tym samym kolorze, który mam w domu... #firstworldproblems #brawoja"
Nathyary,NathyaryD,Mon Nov 02 18:08:14 +0000 2015,"The moment you realize you don't have a chipotle button, so you get jelly of your roommate. #firstworldproblems #adulting #StrugglesIsReal"
Becca Roffe,BeccaRoffe,Mon Nov 02 18:07:30 +0000 2015,"Abby is currently using a glue stick to glue her fake nails back on. #firstworldproblems"
Fabian Arteaga,arteaga_fabian,Mon Nov 02 18:07:07 +0000 2015,"I don't know what restaurant I want to stop by to get breakfast from before work 😕 #firstworldproblems"
Lindsay Ramstetter,RamstetterPhoto,Mon Nov 02 18:06:08 +0000 2015,"Cracked my thumb nail and had to cut it a little too short. Now I have to wear a bandaid because it hurts #firstworldproblems"
armyRN,Rsherman2013,Mon Nov 02 18:05:18 +0000 2015,"My dogs don't know daylight savings.... #firstworldproblems #dogs #dogsarejoy"
Joshua O'Connor,ArmsRacePro,Mon Nov 02 18:04:59 +0000 2015,"#firstworldproblems "This @RED_Cinema Epic footage is taking like 8 minutes to render..." #fcpx #red #nonproblems https://t.co/6ToCdgJeMD"
Kizzy ^.^,Kyrak270,Mon Nov 02 18:04:25 +0000 2015,"I really want some cake right now #firstworldproblems"
Ashley Patterson,_atpatterson,Mon Nov 02 18:03:11 +0000 2015,"@david_hodgins #firstworldproblems"
Prevoo,PrevooApp,Mon Nov 02 18:03:03 +0000 2015,"THIS. #voicemail #FirstWorldProblems https://t.co/32KuRidLPP"
Ellen Louise Taylor,ellie_lou88,Mon Nov 02 18:02:43 +0000 2015,"Train delays and hungry #firstworldproblems"
Anne-Marie Tomchak,AMTomchak,Mon Nov 02 18:01:00 +0000 2015,"When you've been on hold so long that you've listened to hours of cheesy airline music. #fogfacts #firstworldproblems"
Aldair Mejia,xldxir,Mon Nov 02 18:00:04 +0000 2015,"@Shadypenguinn #firstworldproblems"
Charley Nicholls,CharleyNicholls,Mon Nov 02 17:58:19 +0000 2015,"@leedevall #firstworldproblems"
Kim Smith,kimofthedead,Mon Nov 02 17:58:13 +0000 2015,"@zacayoung we also call this #firstworldproblems. I suffer as well."
Rosie Campbell,xrosebudx,Mon Nov 02 17:57:59 +0000 2015,"CANT find a dress anywhere for Friday night :( 😭😭😭 #firstworldproblems"
Steven Scott,scottsy2034,Mon Nov 02 17:57:25 +0000 2015,"Why is it everytime I need to do something important on the PC it needs an update. #firstworldproblems"
Jennifer Pontes ♡,jenpontes,Mon Nov 02 17:56:41 +0000 2015,"@caitlinpontes #firstworldproblems"
Inés L Valdés,inesLvaldes,Mon Nov 02 17:55:54 +0000 2015,"I've got it, the holy grail of #firstworldproblems : tube delays mean I might be late to my Monday night Iyengar yoga class #realproblems"
New York Dog Nanny,NewYorkDogNanny,Mon Nov 02 17:55:29 +0000 2015,"RT @pethealerny: Filtered water brings the same benefits to you as it does your pet! #indulgethem #healthypets #firstworldproblems #h2o"
The Serpent Rooms,TheSerpentRooms,Mon Nov 02 17:55:15 +0000 2015,"RT @KinkCraft: #FirstWorldProblems I can't open the cupboard because there are too many sex toys to review in there. Lol https://t.co/JmraG…"
Micah,WhatTheMicah,Mon Nov 02 17:54:56 +0000 2015,"Really need to invest in a charging cable for my office. 36% before noon isn't going to work. #firstworldproblems"
10,princessofargos,Mon Nov 02 17:54:49 +0000 2015,"My sister got me pork jerky instead of beef 😡 #firstworldproblems #stillmadtho"
Carolin DeArmon,CarolinDeArmon,Mon Nov 02 17:54:34 +0000 2015,"Working out while sick is not a good combo. Laid on the floor for like 10 minutes coughing. #firstworldproblems"
caitlin,caitlinpreachit,Mon Nov 02 17:54:04 +0000 2015,"when ur not hungry now but ur class is an hour and a half and ull be hungry before its over... #firstworldproblems"
charleen,charleenD,Mon Nov 02 17:51:22 +0000 2015,"When you make shrimp pad thai and it turns out to be soo much shrimp #firstworldproblems  #shrimp"
beejayarr,nodnarb_8,Mon Nov 02 17:49:01 +0000 2015,"To all my chipotle bae's.. When you can't decide on burrito or bowl so you get both.. The struggles real. #firstworldproblems"
Mse: 3-5  0-3 Hou.,_BoobieJohnson,Mon Nov 02 17:48:58 +0000 2015,"RT @Jodilynn__: I haaaattteeee when fast food places get my order wrong. I just hate going back and having then fix it. #firstworldproblems"
Rachel Dean,RachelDean30,Mon Nov 02 17:48:55 +0000 2015,"The worst part about lunch is realizing you don't have any more food.  #FirstWorldProblems"
JoJo,Jodilynn__,Mon Nov 02 17:47:19 +0000 2015,"I haaaattteeee when fast food places get my order wrong. I just hate going back and having then fix it. #firstworldproblems"
Matthew Wellbourne,mattwellbourne,Mon Nov 02 17:46:54 +0000 2015,"That should've been plural. *issues @AlishaLTaylor #firstworldproblems 💁🏼"
Kristin Rebecca,kristinrebecca1,Mon Nov 02 17:46:34 +0000 2015,"I don't believe there is a graceful way to eat a taco #food #firstworldproblems"
EVE SAYER,hilady2u,Mon Nov 02 17:46:33 +0000 2015,"#eatinghealthy after #stuffing #myface with #halloweencandy  #firstworldproblems"
Leon c:,DasLeoon,Mon Nov 02 17:44:55 +0000 2015,"Seit wann sind Seen nass?! :o #firstworldproblems https://t.co/WT7Bevp2Ke"
Matthew Parker,MattParker_001,Mon Nov 02 17:44:35 +0000 2015,"When you get home from work to find out the yesterday's #dominospizza has been thrown out. #gutted #furious #firstworldproblems"
Ben Armstrong,Pretty_cool_ben,Mon Nov 02 17:43:55 +0000 2015,"You know its bad when your WI-FI is down and you cant go on youtube so you have to listen to the songs on fifa 16 #firstworldproblems :("
Taryn Martin,Tarynandalatte,Mon Nov 02 17:43:20 +0000 2015,"Trying to get back on the healthy eating bandwagon. #greenjuice #firstworldproblems https://t.co/t1mWsG5yS7"
Cup of Jo,CarolynWirtz627,Mon Nov 02 17:42:45 +0000 2015,"My badge attire is on point today but my camera sucks. #firstworldproblems #sororitygirlprobs"
Daniela Esquivel,lickthexxxxx,Mon Nov 02 17:41:11 +0000 2015,"RT @miggyg15: @lickthexxxxx #firstworldproblems"
Chris Lisica,cr0f0x,Mon Nov 02 17:40:24 +0000 2015,"Wow, thought I was the only one. This Canadian/US currency thing is killing me! ;) #roadwarrior #firstworldproblems  https://t.co/ojNi3jfYbV"
Zen_Shot,Zen_Shot,Mon Nov 02 17:39:29 +0000 2015,"@jackfrags Had to cancel mine after Bethesda finally decided to release the max phone size that fits. #firstworldproblems #boohoo"
Dark Otaku Rider,foxroano9T,Mon Nov 02 17:38:34 +0000 2015,"So many games to play so little time &gt;__&lt; #firstworldproblems"
hey.,atk0224,Mon Nov 02 17:38:26 +0000 2015,"@fieramusca or is it #firstworldproblems ?"
Miguel de la Casa,M_delacasa,Mon Nov 02 17:37:41 +0000 2015,"Se me han empañado las gafas al beber el café #firstworldproblems"
Kink Craft,KinkCraft,Mon Nov 02 17:36:55 +0000 2015,"#FirstWorldProblems I can't open the cupboard because there are too many sex toys to review in there. Lol https://t.co/JmraGBsHwG"
Nick Jennings,slvrbckt,Mon Nov 02 17:34:28 +0000 2015,"#firstworldproblems  https://t.co/T9A6OZub0s"
